Auditable,DateCreated,EffectiveDate,ExpirationDate,InsuredAddress1,InsuredAddress2,InsuredCity,InsuredFirstName,InsuredISOCountryCode,InsuredLastName,InsuredPhone,InsuredState,InsuredZipCode,NAICSCode,PolicyNumber,ProducerName,QuoteID,SIC_Code,StateID,TargetPremium
,2024-01-04 14:03:51.460,2024-01-04 00:00:00,2025-01-04 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,Ne,     ,,,IMS_Test,118,,NY,
,2024-01-04 14:06:40.017,2024-01-04 00:00:00,2025-01-04 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,Ne,     ,,,IMS_Test,119,,NY,
,2024-01-04 14:29:42.863,2024-01-04 00:00:00,2025-01-04 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,Ne,     ,,,IMS_Test,120,,NY,
,2024-01-04 15:14:21.650,2024-01-04 00:00:00,2025-01-04 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,Ne,     ,,,IMS_Test,121,,NY,
,2024-01-04 18:14:30.783,2024-01-04 00:00:00,2025-01-04 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,     ,,,IMS_Test,122,,NY,
,2024-01-04 18:35:11.553,2024-01-04 00:00:00,2025-01-04 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11735,,,IMS_Test,123,,NY,
,2024-01-04 18:47:36.780,2024-01-04 00:00:00,2025-01-04 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11734,,,IMS_Test,124,,NY,
,2024-01-04 18:54:37.037,2024-01-04 00:00:00,2025-01-04 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,125,,NY,
,2024-01-04 19:40:28.783,2024-01-04 00:00:00,2025-01-04 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,126,,NY,
True,2024-01-04 21:05:45.593,2024-01-04 21:06:00,2025-01-04 21:06:00,123,,Brooklyn,,USA,,,NY,11225,,,IMS_Test,127,,AL,
,2024-01-05 18:25:57.730,2024-01-05 00:00:00,2025-01-05 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,128,,NY,
,2024-01-05 20:45:43.070,2024-01-05 00:00:00,2025-01-05 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,129,,NY,
,2024-01-05 21:19:00.700,2024-01-05 00:00:00,2025-01-05 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,130,,NY,
,2024-01-05 23:23:14.940,2024-01-05 00:00:00,2025-01-05 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,131,,NY,
,2024-01-06 02:19:54.730,2024-01-05 00:00:00,2025-01-05 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,132,,NY,
True,2024-01-08 05:28:57.293,2024-01-08 05:29:00,2025-01-08 05:29:00,"1234, Test",,Brooklyn,,USA,,,NY,11225,,,IMS_Test,133,,AL,
True,2024-01-09 13:46:51.293,2024-01-09 13:47:00,2025-01-09 13:47:00,123,,Brooklyn,,USA,,,NY,11225,,,IMS_Test,134,,AL,
,2024-01-09 20:31:23.187,2024-01-09 00:00:00,2025-01-09 00:00:00,20 COOPER,,NEW YORK,,USA,,,NY,10003,,,IMS_Test,135,,NY,
True,2024-01-10 02:42:55.497,2024-01-10 02:43:00,2025-01-10 02:43:00,"12, Test",,Brooklyn,,USA,,,NY,11225,,,Placeholder Producer,136,,AL,1500.0000
True,2024-01-10 16:54:02.437,2024-01-10 16:54:00,2025-01-10 16:54:00,123,,Brooklyn,,USA,,,NY,11225,,,Test Producer,137,,AL,250.0000
,2024-01-16 17:10:35.920,2024-01-16 00:00:00,2025-01-16 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,138,,NY,
,2024-01-16 19:27:20.883,2024-01-16 00:00:00,2025-01-16 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,139,,NY,
True,2024-01-17 10:21:38.380,2024-01-17 10:22:00,2025-01-17 10:22:00,125 BAYLIS RD,,Melville,,USA,,,NY,11747,,,IMS_Test,140,,AL,
True,2024-01-17 10:42:33.317,2024-01-17 10:43:00,2025-01-17 10:43:00,"12, Test",,Brooklyn,,USA,,,NY,11225,,CA0001000-24,Placeholder Producer,141,,AL,
True,2024-01-29 16:55:43.213,2024-01-29 16:56:00,2025-01-29 16:56:00,123 Main St,,Huntington Station,,USA,,,NY,11747,,,Acme Producer,142,,NY,
True,2024-01-30 10:14:26.233,2024-01-02 00:00:00,2025-01-02 00:00:00,183 EMPIRE BLVD,,New York,,USA,,,NY,10001,,,IMS_Test,143,,NY,
True,2024-01-30 11:24:40.617,2024-01-02 00:00:00,2025-01-02 00:00:00,183 EMPIRE BLVD,,Lloyd Harbor,,USA,,,NY,11743,,,IMS_Test,144,,NY,
,2024-01-31 19:11:37.640,2024-01-31 00:00:00,2025-01-31 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,145,,NY,
,2024-01-31 19:29:22.680,2024-01-31 00:00:00,2025-01-31 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,146,,NY,
,2024-01-31 19:45:54.650,2024-01-31 00:00:00,2025-01-31 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,147,,NY,
,2024-01-31 19:54:00.710,2024-01-31 00:00:00,2025-01-31 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,148,,NY,
,2024-01-31 19:56:22.720,2024-01-31 00:00:00,2025-01-31 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,149,,NY,
,2024-01-31 19:58:27.947,2024-01-31 00:00:00,2025-01-31 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,150,,NY,
,2024-02-01 13:49:32.040,2023-12-18 00:00:00,2024-12-18 00:00:00,street,,Blue Point,,+1 ,,,NY,11715,,,IMS_Test,152,,NY,
,2024-02-01 13:54:06.290,2023-12-18 00:00:00,2024-12-18 00:00:00,street,,Blue Point,,+1 ,,,NY,11715,,,IMS_Test,153,,NY,
,2024-02-01 13:57:56.910,2023-12-18 00:00:00,2024-12-18 00:00:00,street,,Blue Point,,+1 ,,,NY,11715,,,IMS_Test,154,,NY,
,2024-02-01 15:28:15.337,2024-02-01 00:00:00,2025-02-01 00:00:00,300 PARK AVE,,NEW YORK,,USA,,,NY,10022,,,IMS_Test,155,,NY,
,2024-02-01 17:28:25.097,2024-02-01 00:00:00,2025-02-01 00:00:00,300 PARK AVE,,NEW YORK,,USA,,,NY,10022,,,IMS_Test,156,,NY,
True,2024-02-01 18:17:44.460,2024-02-01 18:18:00,2025-02-01 18:18:00,123,,Brooklyn,,USA,,,NY,11225,,,IMS_Test,157,,NY,
True,2024-02-01 18:46:26.923,2024-02-01 18:46:00,2025-02-01 18:46:00,183 Blvd Empire,,Brooklyn,,USA,,,NY,11225,,,IMS_Test,158,,NY,
,2024-02-01 19:05:13.767,2024-02-01 00:00:00,2025-02-01 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,159,,NY,
,2024-02-01 20:37:09.270,2024-02-01 00:00:00,2025-02-01 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,160,,NY,
,2024-02-02 11:18:26.330,2024-02-01 00:00:00,2025-02-01 00:00:00,16 PINE STREET,,STATEN ISLAND,,USA,,,NY,10301,,,IMS_Test,161,,NY,
,2024-02-05 12:22:47.643,2024-02-05 00:00:00,2025-02-05 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,162,,NY,
,2024-02-05 12:31:44.373,2024-02-05 00:00:00,2025-02-05 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,163,,NY,
,2024-02-05 14:06:57.317,2024-02-05 00:00:00,2025-02-05 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,164,,NY,
,2024-02-05 14:08:57.373,2024-02-05 00:00:00,2025-02-05 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,165,,NY,
,2024-02-05 14:13:46.010,2024-02-05 00:00:00,2025-02-05 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,166,,NY,
,2024-02-05 14:34:33.640,2024-02-05 00:00:00,2025-02-05 00:00:00,1867 test address,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,167,,NY,
,2024-02-06 12:41:00.343,2024-02-06 00:00:00,2025-02-06 00:00:00,1867 test address,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,168,,NY,
,2024-02-06 12:42:11.297,2024-02-06 00:00:00,2025-02-06 00:00:00,125 BAYLIS RD,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,169,,NY,
,2024-02-06 12:56:36.970,2024-02-06 00:00:00,2025-02-06 00:00:00,1867 test address,,MELVILLE,,USA,,,NY,11747,,,IMS_Test,170,,NY,
,2024-02-08 12:11:15.403,2024-02-08 00:00:00,2025-02-08 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,171,,NY,
,2024-02-08 12:16:30.820,2024-02-08 00:00:00,2025-02-08 00:00:00,1867 test address,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,172,,NY,
,2024-02-08 15:55:29.053,2024-02-08 00:00:00,2025-02-08 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,173,,NY,
,2024-02-08 16:05:36.650,2024-02-08 00:00:00,2025-02-08 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,174,,NY,
,2024-02-08 19:03:34.297,2024-02-08 00:00:00,2025-02-08 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,175,,NY,
,2024-02-08 19:09:07.100,2024-02-08 00:00:00,2025-02-08 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,176,,NY,
,2024-02-08 19:12:22.173,2024-02-08 00:00:00,2025-02-08 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,177,,NY,
,2024-02-08 19:16:00.413,2024-02-08 00:00:00,2025-02-08 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,178,,NY,
,2024-02-08 19:20:18.243,2024-02-08 00:00:00,2025-02-08 00:00:00,183 EMPIRE BLVD,,BROOKLYN,,USA,,,NY,11225,,,IMS_Test,179,,NY,
,2024-02-12 13:19:20.670,2023-12-07 00:00:00,2024-12-07 00:00:00,9 Essex Center Dr.,,Peabody,,USA,,,NY,01960,,,TCI Producer,180,,NY,
,2024-02-12 13:37:28.333,2023-12-07 00:00:00,2024-12-07 00:00:00,100 Everett Ave.,,Chelsea,,USA,,,NY,02150,,,TCI Producer,181,,NY,
