AuditableRequestId,CreatedDateTime,EffectiveDate,ExpirationDate,Number,QuoteId,TotalPremium,address[0].StateOrProvinceCode,insured.Address.City,insured.Address.CountryCode,insured.Address.Line1,insured.Address.PostalCode,insured.Address.StateOrProvinceName,insured.Business.NAICS,insured.Business.SIC,insured[0].Address.City,insured[0].Address.CountryCode,insured[0].Address.Line1,insured[0].Address.Line2,insured[0].Address.PostalCode,insured[0].Address.StateOrProvinceName,insured[0].CountryCode,insured[0].GivenName,insured[0].Surname,location.StateOrProvinceCode,producer.FullName,quoteId
,2024-02-05 14:34:33.640,2024-02-05 00:00:00,2025-02-05 00:00:00,,167,,NY,MELVILLE,USA,1867 test address,11747,NY,,,MELVILLE,USA,1867 test address,,11747,NY,USA,3M_33 INC,,NY,IMS_Test,167
,2024-02-06 12:41:00.343,2024-02-06 00:00:00,2025-02-06 00:00:00,,168,,NY,MELVILLE,USA,1867 test address,11747,NY,,,MELVILLE,USA,1867 test address,,11747,NY,USA,3M_33 INC,,NY,IMS_Test,168
,2024-02-06 12:42:11.297,2024-02-06 00:00:00,2025-02-06 00:00:00,,169,,NY,MELVILLE,USA,125 BAYLIS RD,11747,NY,,,MELVILLE,USA,125 BAYLIS RD,,11747,NY,USA,3M_33 INC,,NY,IMS_Test,169
,2024-02-06 12:56:36.970,2024-02-06 00:00:00,2025-02-06 00:00:00,,170,,NY,MELVILLE,USA,1867 test address,11747,NY,,,MELVILLE,USA,1867 test address,,11747,NY,USA,3M_33 INC,,NY,IMS_Test,170
,2024-02-08 12:11:15.403,2024-02-08 00:00:00,2025-02-08 00:00:00,,171,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,WC insured,,NY,IMS_Test,171
,2024-02-08 12:16:30.820,2024-02-08 00:00:00,2025-02-08 00:00:00,,172,,NY,BROOKLYN,USA,1867 test address,11225,NY,,,BROOKLYN,USA,1867 test address,,11225,NY,USA,WC insured,,NY,IMS_Test,172
,2024-02-08 15:55:29.053,2024-02-08 00:00:00,2025-02-08 00:00:00,,173,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,WC insured,,NY,IMS_Test,173
,2024-02-08 16:05:36.650,2024-02-08 00:00:00,2025-02-08 00:00:00,,174,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,WC insured,,NY,IMS_Test,174
,2024-02-08 19:03:34.297,2024-02-08 00:00:00,2025-02-08 00:00:00,,175,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,WC insured,,NY,IMS_Test,175
,2024-02-08 19:09:07.100,2024-02-08 00:00:00,2025-02-08 00:00:00,,176,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,WC insured,,NY,IMS_Test,176
,2024-02-08 19:12:22.173,2024-02-08 00:00:00,2025-02-08 00:00:00,,177,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,WC insured,,NY,IMS_Test,177
,2024-02-08 19:16:00.413,2024-02-08 00:00:00,2025-02-08 00:00:00,,178,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,WC insured,,NY,IMS_Test,178
,2024-02-08 19:20:18.243,2024-02-08 00:00:00,2025-02-08 00:00:00,,179,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,WC insured,,NY,IMS_Test,179
,2024-02-12 13:19:20.670,2023-12-07 00:00:00,2024-12-07 00:00:00,,180,,NY,Peabody,USA,9 Essex Center Dr.,01960,NY,,,Peabody,USA,9 Essex Center Dr.,,01960,NY,USA,Monica,Geller,NY,TCI Producer,180
,2024-02-12 13:37:28.333,2023-12-07 00:00:00,2024-12-07 00:00:00,,181,,NY,Chelsea,USA,100 Everett Ave.,02150,NY,,,Chelsea,USA,100 Everett Ave.,,02150,NY,USA,Donna,Carpenter,NY,TCI Producer,181
,2024-02-13 14:59:51.283,2024-02-13 00:00:00,2025-02-13 00:00:00,,182,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,WC insured,,NY,IMS_Test,182
True,2024-02-13 11:20:42.403,2024-02-13 11:21:00,2025-02-13 11:21:00,,183,,NY,Huntington Station,USA,123 Main St,11747,NY,,,Huntington Station,USA,123 Main St,,11747,NY,USA,,,NY,Genius Producer,183
True,2024-02-13 11:24:48.893,2024-02-13 11:25:00,2025-02-13 11:25:00,,184,,NY,Huntington Station,USA,123 Main St,11747,NY,,,Huntington Station,USA,123 Main St,,11747,NY,USA,,,NY,IMS_Test,184
True,2024-02-13 13:08:04.357,2024-02-13 13:08:00,2025-02-13 13:08:00,,185,,NY,Huntington Station,USA,123 Main St,11747,NY,,,Huntington Station,USA,123 Main St,,11747,NY,USA,,,NY,Paul Smith,185
True,2024-02-13 17:18:28.290,2024-02-13 17:18:00,2025-02-13 17:18:00,,186,,NY,East Norwich,USA,6781 Main st,11732,NY,,,East Norwich,USA,6781 Main st,,11732,NY,USA,,,NY,IMS_Test,186
True,2024-02-13 17:30:56.750,2024-02-13 17:31:00,2025-02-13 17:31:00,,187,,NY,East Norwich,USA,6781 Main st,11732,NY,,,East Norwich,USA,6781 Main st,,11732,NY,USA,,,NY,Genius Producer,187
,2024-02-14 13:00:21.863,2024-01-16 00:00:00,2025-01-16 00:00:00,,188,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,188
,2024-02-14 17:43:15.530,2024-01-16 00:00:00,2025-01-16 00:00:00,,189,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,189
,2024-02-14 18:34:53.590,2024-02-14 00:00:00,2025-02-14 00:00:00,,190,,NY,MELVILLE,USA,125 BAYLIS RD,11734,NY,,,MELVILLE,USA,125 BAYLIS RD,,11734,NY,USA,FCS VII Inc,,NY,IMS_Test,190
,2024-02-14 18:36:55.353,2024-02-14 00:00:00,2025-02-14 00:00:00,,191,,NY,MELVILLE,USA,125 BAYLIS RD,11734,NY,,,MELVILLE,USA,125 BAYLIS RD,,11734,NY,USA,FCS VII Inc,,NY,IMS_Test,191
,2024-02-14 18:37:56.163,2024-02-14 00:00:00,2025-02-14 00:00:00,,192,,NY,MELVILLE,USA,125 BAYLIS RD,11734,NY,,,MELVILLE,USA,125 BAYLIS RD,,11734,NY,USA,FCS VII Inc,,NY,IMS_Test,192
,2024-02-14 18:57:46.487,2024-01-16 00:00:00,2025-01-16 00:00:00,,193,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,193
,2024-02-14 19:11:51.670,2024-01-16 00:00:00,2025-01-16 00:00:00,,194,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,194
,2024-02-14 19:13:39.603,2024-01-16 00:00:00,2025-01-16 00:00:00,,195,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,195
,2024-02-14 19:18:28.500,2024-01-16 00:00:00,2025-01-16 00:00:00,,196,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,196
,2024-02-14 19:21:58.983,2024-01-16 00:00:00,2025-01-16 00:00:00,,197,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,197
,2024-02-14 19:24:50.757,2024-01-16 00:00:00,2025-01-16 00:00:00,,198,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,198
,2024-02-14 19:30:16.967,2024-01-16 00:00:00,2025-01-16 00:00:00,,199,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,199
,2024-02-14 19:34:17.840,2024-01-16 00:00:00,2025-01-16 00:00:00,,200,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,200
,2024-02-14 22:04:59.823,2024-01-16 00:00:00,2025-01-16 00:00:00,,201,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,201
,2024-02-14 22:13:36.433,2024-01-16 00:00:00,2025-01-16 00:00:00,,202,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,202
,2024-02-14 22:21:35.180,2024-01-16 00:00:00,2025-01-16 00:00:00,,203,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,203
,2024-02-14 22:35:14.270,2024-01-16 00:00:00,2025-01-16 00:00:00,,204,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,204
,2024-02-14 22:39:46.550,2024-01-16 00:00:00,2025-01-16 00:00:00,,205,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,205
,2024-02-14 22:47:03.190,2024-01-16 00:00:00,2025-01-16 00:00:00,,206,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,206
,2024-02-15 11:04:26.540,2024-01-16 00:00:00,2025-01-16 00:00:00,,207,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,207
,2024-02-15 11:22:23.950,2024-01-16 00:00:00,2025-01-16 00:00:00,,208,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,208
,2024-02-15 11:29:44.413,2024-01-16 00:00:00,2025-01-16 00:00:00,,209,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,209
,2024-02-15 11:41:01.127,2024-01-16 00:00:00,2025-01-16 00:00:00,,210,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,210
,2024-02-15 11:48:42.347,2024-01-16 00:00:00,2025-01-16 00:00:00,,211,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,211
,2024-02-15 11:57:10.900,2024-01-16 00:00:00,2025-01-16 00:00:00,,212,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,212
,2024-02-15 12:06:24.093,2024-01-16 00:00:00,2025-01-16 00:00:00,,213,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,213
,2024-02-15 12:17:18.770,2024-01-16 00:00:00,2025-01-16 00:00:00,,214,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,214
,2024-02-15 13:37:16.443,2024-01-16 00:00:00,2025-01-16 00:00:00,,215,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,215
,2024-02-15 13:44:45.750,2024-01-16 00:00:00,2025-01-16 00:00:00,,216,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,216
,2024-02-15 14:24:45.370,2024-01-16 00:00:00,2025-01-16 00:00:00,,217,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,217
,2024-02-15 15:09:24.020,2024-01-16 00:00:00,2025-01-16 00:00:00,,218,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,218
,2024-02-15 15:14:57.747,2024-02-15 00:00:00,2025-08-15 00:00:00,,219,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,,,NY,IMS_Test,219
,2024-02-15 15:27:33.663,2024-01-16 00:00:00,2025-01-16 00:00:00,,220,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,220
,2024-02-15 15:30:46.463,2024-01-16 00:00:00,2025-01-16 00:00:00,,221,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,221
,2024-02-15 15:38:45.717,2024-02-15 00:00:00,2025-08-15 00:00:00,,222,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,abc,abc,NY,IMS_Test,222
,2024-02-15 15:48:56.567,2024-01-16 00:00:00,2025-01-16 00:00:00,,223,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,223
,2024-02-15 15:55:19.337,2024-02-15 00:00:00,2025-08-15 00:00:00,,224,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,abc,abc,NY,IMS_Test,224
,2024-02-15 16:03:18.837,2024-01-16 00:00:00,2025-01-16 00:00:00,,225,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,225
,2024-02-15 16:07:09.893,2024-02-15 00:00:00,2025-08-15 00:00:00,,226,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,ins,ims,NY,IMS_Test,226
,2024-02-15 16:21:03.333,2024-01-16 00:00:00,2025-01-16 00:00:00,,227,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,227
,2024-02-15 16:30:47.327,2024-01-16 00:00:00,2025-01-16 00:00:00,,228,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,228
,2024-02-15 16:35:43.600,2024-02-15 00:00:00,2025-08-15 00:00:00,,229,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,test,Insured,NY,IMS_Test,229
,2024-02-15 16:42:58.980,2024-01-16 00:00:00,2025-01-16 00:00:00,,230,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,230
,2024-02-15 17:02:07.880,2024-02-15 00:00:00,2025-08-15 00:00:00,,231,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,test,insured,NY,IMS_Test,231
,2024-02-15 17:11:19.293,2024-02-15 00:00:00,2025-08-15 00:00:00,,232,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Test,iNSURED,NY,IMS_Test,232
,2024-02-15 17:27:59.227,2024-02-15 00:00:00,2025-08-15 00:00:00,,233,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,ims,ims,NY,IMS_Test,233
,2024-02-15 17:34:49.603,2024-02-15 00:00:00,2025-08-15 00:00:00,,234,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,ims,ims,NY,IMS_Test,234
,2024-02-15 17:53:54.263,2024-02-15 00:00:00,2025-08-15 00:00:00,,235,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,ims,ims,NY,IMS_Test,235
,2024-02-15 18:00:38.210,2024-02-15 00:00:00,2025-08-15 00:00:00,,236,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,IMS_Test,236
,2024-02-15 18:06:22.353,2024-02-15 00:00:00,2025-08-15 00:00:00,,237,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,IMS_Test,237
,2024-02-15 18:35:34.040,2024-02-15 00:00:00,2025-08-15 00:00:00,,238,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,IMS_Test,238
,2024-02-15 18:38:36.883,2024-02-15 00:00:00,2025-08-15 00:00:00,,239,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,IMS_Test,239
,2024-02-15 18:44:21.920,2024-02-15 00:00:00,2025-08-15 00:00:00,,240,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,IMS_Test,240
,2024-02-15 18:46:48.220,2024-02-15 00:00:00,2025-08-15 00:00:00,,241,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,IMS_Test,241
,2024-02-15 18:51:25.680,2024-02-15 00:00:00,2025-08-15 00:00:00,,242,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,IMS_Test,242
,2024-02-15 18:57:31.973,2024-02-15 00:00:00,2025-08-15 00:00:00,,243,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,abc,abc,NY,IMS_Test,243
,2024-02-15 19:11:45.317,2024-02-15 00:00:00,2025-08-15 00:00:00,,244,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,ims,insured,NY,IMS_Test,244
,2024-02-16 17:44:18.197,2024-02-15 00:00:00,2025-02-15 00:00:00,,245,,NY,MOUNT SINAI,USA,620 RTE 25A,11766,NY,,,MOUNT SINAI,USA,620 RTE 25A,,11766,NY,USA,Sandra,Smith,NY,IMS_Test,245
True,2024-02-17 20:04:12.297,2024-02-17 20:04:00,2025-02-17 20:04:00,,249,,NY,Parshall,USA,"7349 48 Street, NW",58770,ND,,,Parshall,USA,"7349 48 Street, NW",,58770,ND,USA,,,NY,Acme Producer,249
,2024-02-19 16:05:42.017,2024-02-15 00:00:00,2025-08-15 00:00:00,,250,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,IMS_Test,250
,2024-02-19 16:11:45.163,2024-02-15 00:00:00,2025-08-15 00:00:00,,251,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,IMS_Test,251
,2024-02-19 16:14:58.923,2024-02-15 00:00:00,2025-08-15 00:00:00,,252,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,IMS_Test,252
,2024-02-20 11:50:12.070,2024-01-16 00:00:00,2025-01-16 00:00:00,,253,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,253
,2024-02-20 11:53:37.733,2024-01-16 00:00:00,2025-01-16 00:00:00,,254,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,254
,2024-02-20 17:51:03.240,2024-01-16 00:00:00,2025-01-16 00:00:00,,255,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,255
,2024-02-20 20:13:29.250,2024-01-16 00:00:00,2025-01-16 00:00:00,,256,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Cnt First,LN,NY,IMS_Test,256
